0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
0,0,0,0.09957865,0,0.05283255,0,0.20208049,0,0,0,0,0.7291236,0,0,0.2892751,0,0,0,0.23182105,0.7210805,0.09675943,0.15023422,0,0.6870299,0.2865327,0.6306843,0,0,0.055891182,0.30465266,0.27189213,0,0.10441269,0.019295286,0.001074996,0,0.23703074,0.23798397,0.13165882,0.6762067,0.15665133,0.2875458,0.4779252,0.20938438,0,0,0.07723289,0.34218326,0,0,0.38979796,0.06960812,0.8978425,0,0.14978468,0.35605544,0.0372227,0.22498463,0.15477675,0,0,0.22603989,0.02192897,0,0.27577817,0.592873,0,0.1960449,0,0,0,0,0.23039813,0.059382275,0,0.41482985,0,0.038911402,0.2405406,0.7134563,0,0.61535573,0,0,0,0.19083951,0.30500388,0.19842257,0.26172423,0.20419167,0,0,0,0.072993346,0,0,0.32384977,0.000754368,0,0.44074187,0,0.11312377,0.18555094,0.20026965,0.20699951,0.3137129,0,0.17637253,0,0.22210844,0.21831995,0,0.10312738,0.30699706,0,0,0,0,0,0.3426432,0.18612653,0.20417613,0,0,0.14465617,0.09635721,0.0365609,hsa-let-7a-5p
0,0,0,0.009894785,0,0,0,0.19222149,0,0,0,0,0.5543151,0,0,0.15567136,0,0,0,0.094961956,0.44654268,0.00762429,0.005807232,0,0.3977285,0.17233442,0.36886796,0,0,0.002079785,0.14960203,0.113216296,0,0.10235438,0,0,0,0.1363006,0.1618247,0.09991928,0.37111568,0.050667644,0.23768918,0.25821242,0.1928073,0,0,0.06137142,0.26849863,0,0.03709892,0.28293216,0.04425922,0.48527786,0,0.09005069,0.22778718,0.032192707,0.13530688,0.14807099,0,0,0.16768916,0,0,0.1685052,0.35336545,0,0.087060444,0,0,0,0,0.08419121,0.006772764,0,0.24557774,0,0.008602444,0.044939294,0.3783697,0,0.3892381,0,0,0,0.10730536,0.19257826,0.060105115,0.17940523,0.10947308,0,0,0,0.006746469,0,0,0.17057079,0.016546454,0,0.26235762,0,0.1378029,0.15648332,0.10887109,0.053941414,0.22514707,0,0.11394924,0,0.1109077,0.13314539,0,0.002839009,0.17014518,0,0,0,0,0,0.20124926,0.057945635,0.1067673,0,0,0.1530352,0.05527503,0.009694867,hsa-let-7a-3p
0,0,0.013760589,0.00419574,0.000554041,0,0.001607787,0.052030064,0,0,0,0,0.15753108,0,0,0.04954216,0,0,0,0,0.11436644,0.002128477,0.008187014,0,0.12538916,0.006766271,0.107039854,0,0,0,0.049581498,0.006657638,0,0.020871915,0,0,0,0.001006234,0.02901591,0.023943316,0.106387034,0,0.06319318,0.06303169,0.043130834,0,0,0.019412864,0.06697321,0,0.04933703,0.121325836,0,0.14415348,0,0.03116262,0.04027069,0,0.04907209,0.032965206,0,0,0.04316343,0,0,0.04513813,0.07009468,0,0.020115333,0,0,0,0,0.037915587,0,0,0.06225684,0,0,0.011104602,0.112286024,0,0.109166004,0,0,0,0.03883271,0.028867865,0.02732629,0.032523356,0.03611741,0,0.011546617,0,0,0,0,0.04859333,0,0,0.051216327,0,0.033434585,0.028294332,0.000495069,0.02666492,0.058941316,0,0.00072138,0,0.04542847,0.02208777,0,0.020891018,0.051815324,0,0,0,0,0,0.026911631,0.0206105,0,0,0,0.046819624,0.00612952,0.025205549,hsa-let-7a-2-3p
0,0,0,0,0,0.024323061,0,0.34891662,0,0,0,0,0.8933898,0,0,0.2577402,0,0,0,0.18648408,0.6919532,0,0,0,0.57749546,0.3413911,0.5691988,0,0,0,0.18588503,0.19343175,0,0.183239,0.039228316,0.008793458,0,0.2575894,0.29755256,0.18776,0.5711197,0.12484132,0.38797396,0.3959579,0.3400856,0,0,0.095896415,0.45699155,0,0.06215083,0.38221,0.05681236,0.7133065,0,0.13297829,0.3494489,0.06651355,0.20941232,0.24698511,0,0,0.27081487,0.025197666,0,0.27572444,0.5547785,0,0.1022983,0,0,0,0,0.062347893,0.010396693,0,0.33225858,0,0.04747525,0.051381893,0.5437742,0,0.6288107,0,0,0,0.17269215,0.2961477,0.06967846,0.30476943,0.17764917,0,0,0,0.023808124,0,0,0.27190384,0.06634337,0.02211301,0.406365,0,0.25788507,0.27630866,0.2129836,0.09627527,0.38759828,0,0.21227023,0,0.19014703,0.2283549,0,0,0.23066896,0,0,0,0,0,0.3598885,0.049194794,0.1702986,0,0,0.27905938,0.09844741,0.011959549,hsa-let-7b-5p
0,0,0,0.029010173,0,0.014093101,0,0.24129792,0,0,0,0,0.6674155,0,0,0.19547747,0,0,0,0.13177688,0.53563136,0.06400251,0.014802516,0,0.47185546,0.23103935,0.4725546,0,0,0,0.17421144,0.15169223,0,0.110910565,0.010533068,0,0,0.19657013,0.2033459,0.13830015,0.45326427,0.09605427,0.27729303,0.32883146,0.23454109,0,0,0.08730302,0.32528922,0,0.053044382,0.34389058,0.07168253,0.6063876,0,0.122905485,0.27354836,0.047003984,0.16304292,0.16710545,0,0,0.21772213,0.0147372,0,0.2050866,0.4392751,0,0.099395536,0,0,0,0,0.12439769,0.051463705,0,0.30267498,0,0.02695591,0.083354466,0.48397046,0,0.4924364,0,0,0,0.18281169,0.22244242,0.06400483,0.21748148,0.15701447,0,0,0,0.024633816,0,0,0.22803783,0.029668655,0,0.33369067,0,0.16102952,0.18135673,0.14408289,0.091575146,0.28376192,0,0.14131466,0,0.14183055,0.1685505,0,0,0.21013632,0,0,0,0,0,0.27088052,0.056225244,0.14445688,0,0,0.20139305,0.09475681,0.00119726,hsa-let-7b-3p
0,0,0,0.057862185,0,0.048167735,0,0.2032534,0,0,0,0,0.64899594,0,0,0.22579835,0,0,0,0.18316017,0.57087815,0.009891267,0.08543221,0,0.48934144,0.24581558,0.4765299,0,0,0.04451902,0.17180268,0.1743625,0,0.12015079,0.040654715,0.025919136,0,0.19632679,0.1879881,0.12188407,0.5114286,0.10196546,0.2714504,0.39514068,0.17995091,0,0,0.076301344,0.3426714,0,0.002275471,0.34572157,0.07194985,0.67548317,0,0.096982546,0.3014743,0.012222823,0.17938632,0.15840283,0,0,0.18350351,0.01221073,0,0.22517318,0.45413548,0,0.12719798,0,0,0,0,0.11101151,0.04503821,0,0.3156256,0,0.046579376,0.13399594,0.52295804,0,0.53456753,0,0,0,0.17876045,0.25325406,0.10396729,0.22315352,0.14869781,0,0,0,0.03208801,0,0,0.25620225,0.001494121,0,0.3357503,0,0.15197754,0.17606975,0.14121902,0.16677043,0.2820204,0,0.14849782,0,0.14934115,0.18706813,0,0.003735955,0.18220201,0,0,0,0,0,0.29259247,0.08937507,0.08940284,0,0,0.16143171,0.09427839,0.034528304,hsa-let-7c-5p
0,0,0,0.023947915,0,0.005394638,0,0.14469849,0,0,0,0,0.47829318,0,0,0.14717181,0,0,0,0.099874005,0.37491533,0,0.038946256,0,0.31371278,0.1466714,0.29841766,0,0,0.011058901,0.10594484,0.07524577,0,0.08952634,0.015075203,0.014401306,0,0.1252658,0.12561965,0.08875259,0.33350933,0.06410961,0.19680482,0.24652,0.13432688,0,0,0.05798176,0.22877291,0,0.055719048,0.25224966,0.022454606,0.44748425,0,0.06647546,0.2042511,0,0.12833856,0.114910565,0,0,0.12539187,0,0,0.15082206,0.28386953,0,0.0676258,0,0,0,0,0.06518474,0.011576153,0,0.20868038,0,0.026087835,0.036315024,0.3449641,0,0.3929987,0,0,0,0.13163055,0.17464174,0.051500127,0.13540778,0.086642355,0,0,0,0,0,0,0.16756701,0,0,0.21526277,0,0.11461899,0.09607431,0.07917961,0.1389733,0.21330848,0,0.084613144,0,0.120474555,0.12119362,0,0,0.122817315,0,0,0,0,0,0.2021953,0.03381129,0.026476819,0,0,0.12596083,0.05679679,0.000957787,hsa-let-7c-3p
0,0,0,0.020017046,0,0,0,0.14084566,0,0,0,0,0.42504072,0,0,0.13029596,0,0,0,0.0703979,0.34053656,0.009583055,0.002250403,0,0.29271805,0.13199449,0.29633316,0,0,0.002067935,0.10594667,0.08730307,0,0.076781854,0,0,0,0.101629585,0.11843736,0.082276456,0.29471132,0.040687263,0.17709507,0.20345528,0.14521885,0,0,0.046031512,0.21074662,0,0.04928071,0.22729814,0.04995569,0.37455818,0,0.07387264,0.16898043,0.01254585,0.11107984,0.11225024,0,0,0.118117355,0,0,0.13289934,0.26543173,0,0.0610242,0,0,0,0,0.06605389,0.03882624,0,0.19976941,0,0.001406297,0.05510854,0.29410365,0,0.31100655,0,0,0,0.11519626,0.1389225,0.033126708,0.13382815,0.093945146,0,0,0,0,0,0,0.14150146,0.002457712,0,0.18870729,0,0.12761514,0.11573957,0.0726397,0.055821523,0.17240766,0,0.084707335,0,0.09613627,0.09523718,0,0.000384717,0.11418258,0,0,0,0,0,0.14214453,0.036358193,0.06000003,0,0,0.1287046,0.05245622,0.03260432,hsa-let-7d-5p
0,0,0,0.014702736,0,0,0,0.14293532,0,0,0,0,0.41675895,0,0,0.12341339,0,0,0,0.064411774,0.32824364,0.004664789,0,0,0.28044838,0.1256732,0.28716433,0,0,0.001021758,0.09700304,0.080298156,0,0.0788068,0,0,0,0.09740174,0.115111,0.08215048,0.27959183,0.03432738,0.17609458,0.19239034,0.14713334,0,0,0.044366185,0.20935617,0,0.051072747,0.21744852,0.04332407,0.35719243,0,0.066305116,0.1598327,0.011191778,0.10510171,0.113511145,0,0,0.1175577,0,0,0.12916514,0.25609615,0,0.055694636,0,0,0,0,0.05599167,0.03602666,0,0.1844951,0,0.002035856,0.045383967,0.27934223,0,0.30083334,0,0,0,0.1094311,0.13362952,0.027393013,0.1326469,0.085910454,0,0,0,0,0,0,0.13382947,0.00300375,0,0.18198982,0,0.12861064,0.11686629,0.07127944,0.048804414,0.16916311,0,0.08304356,0,0.08749193,0.092943385,0,0,0.10241482,0,0,0,0,0,0.13712615,0.032443937,0.05247025,0,0,0.13114926,0.052013308,0.03247077,hsa-let-7d-3p
0,0,0,0.009064532,0,0.01399067,0,0.19228953,0,0,0,0,0.5364507,0,0,0.15331435,0,0,0,0.10312724,0.4178765,0,0,0,0.33700097,0.18370152,0.36259294,0,0,0.01659954,0.12643182,0.10005069,0,0.102997825,0.0102822,0,0,0.1366679,0.15336859,0.095916085,0.3757355,0.046420515,0.2273554,0.25970754,0.17582357,0,0,0.070384905,0.2758944,0,0.06323548,0.27193654,0.068271026,0.4582065,0,0.086475454,0.22562061,0.02531293,0.14762548,0.1395073,0,0,0.14863563,0.008001816,0,0.16053052,0.3165545,0,0.06464622,0,0,0,0,0.052177954,0.030848257,0,0.24140604,0,0.00388265,0.04519366,0.34119472,0,0.3652134,0,0,0,0.120385945,0.16857572,0.035921812,0.16579552,0.10893094,0,0,0,0.012754081,0,0,0.17200047,0.009225141,0,0.24124968,0,0.13967979,0.16727547,0.10649209,0.049268447,0.22540948,0,0.10639343,0,0.1264361,0.11633271,0,0,0.15890475,0,0,0,0,0,0.19042122,0.042777453,0.08363937,0,0,0.157033,0.0679595,0.030078074,hsa-let-7e-5p
